restaurant_name,restaurant_url,restaurant_phones,restaurant_reviewers_name,restaurant_reviewers_selection1
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Elly S.,"I really want to like this place. It's very convenient with a warm atmosphere, friendly staff and a variety of tasty food options. Both times I've been, the food has been slow to come out but this isn't usually more than a nuisance, especially on busy nights. However, on Saturday night my husband's order was lost/forgotten, and he ended up waiting about 15 minutes longer for his food - a large seafood pasta dish. They were very kind about the mistake and even comped a couple desserts. In hindsight, though, I worry that the staff rushed to make the food in order to address the error, since my husband has had symptoms of food poisoning since the morning after, and undercooked seafood seems a very likely culprit.
Again, I want to like this place, but I don't think we will go back. For those who do go, I recommend the tiramisu and would steer clear of any shellfish."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Monica K.,"We celebrated our friend's birthday here for dinner last weekend. The restaurant was able to accommodate our large group fairly well.
I enjoyed the burrata appetizer - it was my first time trying burrata, and I thought it was good (though I have nothing to compare it with). I ordered the pasta special of the night, and got to try a little bite of my friends' pasta dishes. For all the pasta dishes I tried, I think they were good but not particularly amazing.
What stood out for me the most was Tim, who served us that night. He was extremely energetic, joyful, quick, and funny. He handled our large group with grace. I really appreciated the extra effort he put into giving us a positive experience!"
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Mike N.,"Led to Brunello by the 4 1/2 star rating. While I was expecting an old style neighborhood Italian restaurant, I was underwhelmed when I walked in. It was a bit more ""rustic"" than I anticipated. Menu was mostly pastas but also had chicken and veal entrees. But this was ideal for the evening as I was looking for pasta along with the Huskies I was feeding. I ordered the only homemade pasta on the menu, the gnocchi with red sauce and meatballs. The gnocchi pillows were really good. However the sauce was way too spicy to my liking and I like heat but in this case it took away from the gnocchi. And the smallish meatbballs were bland. Service was excellent. You can expect a decent meal just don't come with expectations that you'll be blown away which a Yelp rating like it has will do."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Kristin B.,"April of this year when I went to Brunello. I had gnocchi with marinara sauce, which is one of my favorite dishes. It was delicious! I am all about sauce and this dish had it. The sauce was plentiful and tasty. The gnocchi was on point. If you're in the Roosevelt neighborhood, I would definitely make sure to give this Italian restaurant a try.
Accessibility: This place is accessible. There are no steps to get in nor any booths to worry about. It will be a tight squeeze when it is busy though. The flooring is raised tiles so it may be bumpy for any wheelchair users. I do not remember the washroom situation. I would inquire."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Jasmine S.,"Cozy atmosphere and authentic Italian flavors! A bit difficult to get the staff's attention as they were super packed that night, but overall a great experience."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Stacy S.,"Had a weekday dinner here, based on reviews from other Yelpers. We were not disappointed.
The menu had a great selection, and the food we ordered was tasty. I had a vegetarian pasta dish and he had a seafood pasta special. The portion size is very generous for the amount of each dish. The wine menu was decent and the service was very good. Our only complaint was that the vanilla gelato tasted more like ice cream than actual gelato, so that was a bit frustrating."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Mikala K.,"My husband loved his salmon pasta with lemon butter, capers and white wine sauce $29. I had the lasagna but lil too cheesy and very little meat or marinara sauce to relish on $14. The bread was actually bland but was improved by dipping it in balsamic vinegar and olio. Yet, if their entrees are this delish, then the bread should match the food quality. I highly recommend they try a better recipe or buy better tasting bread. I am a bread fanatic and unwarranted and unofficial bread connoisseur so if I dont like the bread, then the rest of the meal we be subpar automatically."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Paulina H.,"Food: 9/10 (Seafoods are fresh, not too spicy, everything taste perfect! But the pasta is a little salty.
Environment: 10/10 (great to sit outside when it's sunny and enjoy some wine)
Service: 10/10"
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Joe M.,This place is awesome! I've driven past this place for a couple of years and decided to try it. Wow glad I did. The service was top notch and the food was even better. The drinks were great and the bread was to die for. If you want a treat go here. Blown away! Great job guys!
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Elena G.,"It was a bit disappointing experience. After reading the reviews we decided to book the restaurant for my birthday when we arrived we were given the menus and were offered to taste some wine, which wasn't good. Then we ordered a more expensive bottle of wine from Brunneli's brand but the waiter decided to use the same glasses that he brought the wine to taste. When politely pointed to get us fresh glasses, his attitude was rather unpleasant. The food was very average. The lasagna was disappointing. The calamari were too chewy. The Fish stew was fine.
We see big fans of Italian cuisine. So really unfortunate experience."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Clarissa L.,"We came here as it was a short drive from our Airbnb.
Delicious food! Free street parking, friendly staff, quiet atmosphere, any pasta dish can be made as a half portion for children"
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Brice B.,"A great, affordable Italian restaurant with a cozy, authentic dining area. It's very unassuming from the outside and location. The service is great as well."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Amy F.,"Hard five stars! We were here on a Friday night and the place was packed. The food was tasty, warm ambiance, easy parking. The server recommended a nice Barbaresco and recommended family-style dining, which worked out beautifully. Even though it was packed, they didn't hurry us out. I will return for sure."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Mayson L.,"I'm giving this place a 3.5/5 just by the food.
It's a small mom and pops kind of Italian restaurant which kind of makes you feel at home. The staff and waiters are super friendly and will make sure your water is never empty! Spectacular service. It was nice of them to offer all the dinner specials in a very well manner.
The food was just okay. I'm from Los Angeles and I was being too harsh comparing it to my favorite Italian restaurant back home. I got the spaghetti bolognese and fettuccini pesto. Both were a bit bland in my opinion. Meatballs were tasty though!
Overall, this is a nice date spot! They have plenty of wine options as well. Bye Seattle!"
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Kerri K.,"It was our first time there and we will definitely return! Warm atmosphere, great food and friendly staff. Last night they had lobster spaghetti as a special dish(with saffron)--yum!"
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,non o.,"Went for dinner and we were impressed! We ordered two kids meals (Grilled chicken breast and vegetables and spaghetti meatballs) and they were very good! We also ordered Puttanesca and Pollo Marsala. They were all very good. We also ordered meatballs.
Service was great, and food came quickly maybe because there weren't any other customers until later. Food was good and generous portion. We're definitely going back!"
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Felisa D.,"I had been at the restaurant that used to be in this location. It was also Italian. That was as much as I can remember about it. Other than that, I don't quite remember how the food or service was.
My husband and I had an impromptu date night. We wanted to go to the Crest, but we wanted to eat out before the movie. I suggested this place because I had a hankering for pasta.
I tend to expect neighborhood joints to be good at best. And that's sometimes okay if you're, like us, hungry and desperate.
Look, I'm not saying this like being in Italy. But the food was pretty good. I generally don't love Italian-American cuisine because it tends to be too cheesy. This place served food that was between Jersey Italian-American and artisanal regional Italian cuisine if that makes sense. Like they at least have the decency not to batter and fry their calamari... But they do have your heavy sauces if you want your pasta that way. We enjoyed our pasta dishes and the service was very warm. It's not the cheapest meal but was quite reasonable everything considered.
For specifics: I'm not sure how I feel about the bread. It's served warm (which was fantastic!) but I just wish it has a little bit more crust and bite. The pasta we had was al dente and the sauces had a pretty good balance. I ordered the penne vodka while my husband ordered the linguini vongole. The penne vodka was good but was missing... Something. I asked for a side of parsley and was given some chiffonade basil lol that actually worked! It just needed a little brightness to balance the heavy creaminess of it. My husband enjoyed his dish but said it was also missing something. It was just a little bit of sauce.
Overall, we would come back."
Brunello Ristorante,https://www.yelp.com/biz/brunello-ristorante-seattle?osq=Italian+Food,(206) 527-4778,Derek F.,"This place has become a fast favorite of mine! The service is absolutely amazing, the owner is super charismatic and takes the time to actually get to know his customers making the experience something else. The food is fantastic to boot! I especially love their homemade Gnocchi Gorgonzola."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Tay W.,"Atmosphere: Dark and lively.
Service: Awesome! Our waiter gave great recommendations and checked in on us regularly.
Food: My fiancé got the rigatoni & I got the Pappardelle. Both dishes were amazing. If you like your pasta fully cooked, be sure to let your waiter know. Their pasta is cooked al dents--a bit firm. It didn't taste bad, but I wouldn't have mind if it was cooked a little bit more!"
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Natasha G.,"I've come to Tavolata twice now and while the overall experience is passable, my 3 star rating is bc nothing really blew me away. In my most recent visit, I came with a large party (14 people) for my friends birthday dinner. My first of three stars this place gets is for the service - we were able to create a customized tasting menu including appetizers, pasta, entrees, sides, AND dessert for the birthday, with a mix of veg and non-veg options to meet the needs of various people in our party. The waiters were friendly and attentive throughout, and I'll add another star for an ambiance that is good for special occasions with large groups to date vibes or intimate friend group dinners.
The food didn't wow me though - I've had much more memorable Italian in a 5 mile radius of this place. We started with a standard meat board (it's hard to mess that up), burrata that honestly was bland, and fried lard which tasted a bit rubbery and not fresh. The pastas (potato gnocchi and ravioli) were also just ok - the ravioli had a weird honey taste mixed with the savory sauce, and while some cuisines nail the mix of savory and sweet, I don't think Italian pasta is the right place to try it (at least this one). Finally, the pork chop was hard to bite, chew, and swallow - it honestly tasted like a dish you would get at a college dining hall. The farroto (off the menu veg item), as well as the rapini, however, were decent - the garlic/lemon zest on the rapini was a nice palette cleanse from the pasta and the farroto was a solid veg risotto. My third star is for those dishes. Finally, the lemon donut dessert was fine, but again, better donuts and dessert options within a 5 min walk from here (cue Salt & Straw, General Purpose, and Frankie & Joes).
If you do end up coming here for some reason, ask for the Farroto and rapini and it'll satisfy your taste buds while enjoying the vibrant ambiance. I wouldn't waste your calorie intake or $$ on anything else from here."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Lisa C.,"My husband and I decided to go here for my birthday. I had heard so many good things about it and it was an Ethan Stowell restaurant after all.
It was very unimpressive. The buratta appetizer with lemon curd like topping was delicious. But it ended there. That should have been recommended as a dessert, not appetizer. The eat if the meal, pasta, was overpriced for what it tasted like and the amount.
The most odd thing which may sound great... But was awkward for me was we had three different servers take our appetizer order and hence we were confused what was really going to come and if we would get duplicates. It all worked out as we tried to be clear that another waiter had taken our order. But I found that burden and all the interruptions very uncomfortable.
Anyway, I was underwhelmed."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Peter C.,"So so so much to like about Tavolata. Get the bread basket - it comes with this delicious spreadable cheese and balsamic vinegar. But the star is the spreadable cheese -it will blow your mind how flavorful it is. They didn't have any specials that night, so I played it safe with spaghetti & meatballs. But goodness gracious this is nothing like what you can make at home, and that's the whole fun of eating out. It's covered in a pile of parmesan with sturdy, firm noodles and it's SO good. Run, don't walk to this one. Slightly dim lighting so you might think it's a romantic date spot, but it's kind of loud on the inside, unless you're lucky enough to get a quiet corner somewhere. Anyway, just go and thank me later."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Camille W.,"My friend and I were exploring Capitol Hill and happened upon Tavolata and we were both pleasantly surprised! It happened to be 15 min before happy hour ended and the barista took our orders in just in time. One thing I will say is I do not think I would be as happy paying full price for what we got, which is why it is 3.5 stars.
We ordered the arugula salad, bruschetta, spaghetti, and rosemary gimlets. The arugula salad was crisp, cheesy, and lemon-y exactly what you're looking when consuming a bitter salad. It was actually my favorite part of the meal ¯\_(ツ)_/¯ The spaghetti was a little too anchovy-y which I found odd since I was searching for the salt and pepper shakers... the meatballs were good but the flavor was lacking. The pasta appeared to be fresh pasta but was just a tad too al dente. My friend and I both agreed within our first bite that it should've had more time in the hot water, but the parm shavings were a nice touch. The bruschetta did not come had we not asked about it, which was fine with us since we were working on our other choices, but I had to ask for that. But it was sourdough bread with a very unique dip and a side of olive oil and balsamic.
Sitting at the bar made me realize how tricky it must be to multitask all the aspects of a full menu and drinks for the whole restaurant. The gal at the bar handled it like a champ. The rosemary gimlet was actually one of the most memorable! Refreshing, perfect amount of rosemary taste and citrus and relatively strong on the gin, which is an excellent balance. Our bill was $30 each with tip which I thought was still on the higher end for what we got.
All in all, I would perhaps try it again if I were coerced into it but I don't know if the pasta made that much of an impression to me to come back. I've had better pasta elsewhere, maybe I just didn't order the right thing?"
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Huong L.,"This was on my list of Seattle restaurant week and it did not disappoint at all.
We made reservations for 6 on Monday and got seated right away. I was interested in their happy hour menu as well and they were able to accommodate us for the bar area.
The menu was awesome for SRW - you get to choose an appetizer, entree and dessert on their regular menu!
- Brussels sprouts - filling, good texture, a little bland
-albacore with mussles - interesting, the albacore was thick cut and cooked medium rare. It was bland but went well with the mussles and sauce
-sorbetto - ice cream went well with the cookie, but wasn't sure where the sweet and salty came from as both was sweet. The ice cream was coconut lime and was good.
The HH menu was also awesome!
-bruschetta - fish was good and was a lot on the crunchy/soft bread. Flavor was spot on.
-parpadelle - favorite meat sauce, and the pasta was cooked perfectly
Price and portion for both menu was generous and I would definitely come back! Service was ok, not particularly amazing but better than what I expected. This is probably one of the best SRW restaurant Ive been to."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Cindy V.,"Lovely environment. Romantic for dates and a great spot for happy hour - Pasta dishes running less than $15 that are filling! My favorite from the happy hour menu is the rigatoni with spicy sausage. Delicious, makes me want to get more every time. The gnocchi is also decent, no complaints.
The chicken ravioli is super bomb, I definitely recommend this dish (not on HH). At first I thought this dish was small but was filling even though I was super hungry.
Bruschetta with smoked fish - the fish is amazing! Tasted very fresh. I just wish the bread was a little softer. It was a little too crunchy to our liking but still a solid appetizer. I also tried the olive appetizer before but didn't really enjoy it.
I've only gone here for dinner and the wait for the food is pretty long. Service is okay nothing spectacular. I would suggest making reservation to avoid long lines for the weekend since it can get pretty busy or if you want to sit at the booth."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Joey J.,"This place gets busy very, very fast. We were able to sneak into the bar area for some dinner. Cocktails were good, but the mai tai was very fruity. Espresso martinis were espresso forward.
The steak tartare was good, but almost too cold. I had the spaghetti with anchovy off the happy hour menu and it was the highlight. My wife had the tagliatelle with scallops, and she hated it. Scallops were diced up and the Alfredo type of sauce was off. It was honestly inedible but we were told it was a new add to the menu and delicious. It's also one of, if not the most expensive pasta on the menu.
I would go back for happy hour and just order off that menu. 4 stars without the tagliatelle factored in."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Simone T.,"Well I am biased, because I met the love off my life at Tavolàta when my friend and I were at happy hour one evening. I love this place so much and am so grateful for it. The pasta and bread spread is always delicious and hopefully we will spend our anniversary here for years to come. If you happen to go for ddinner make sure to get some bubbly as well because they have a wonderful selection to pair with dinner."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Ju C.,"Burrata: The cheese was just so fresh and well balanced with pear
Ricotta ravioli: The ravioli had the perfect amount of chew. The Sauce was nutty, zesty and sweet, perfect with ricotta cheese.
Pappardelle: This was one of the best pasta dishes I have ever had. The handmade pasta was so good and the ragu sauce was just a little spicy and minty so not greasy at all."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Theresa L.,"Belltown as usual parking is horrible on a Saturday night. Luckily found a parking spot not far.
Booked a table a month in advanced. When we arrived we waited a little while but was seated fairly quickly. We sat at a shared communal table. Food came out hot and tasted great. Hand made in house pasta was perfect. The pork chop was so big, perfectly cooked. We enjoyed the pork chop over the beef.
We will go back again but must allow time to find parking."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Siddhartha G.,"'Woohoo as good as it gets' is just about right for Tavoláta, I don't believe I've had better Italian cuisine in recent memory. My sample space though is only the bay area, but San Jose's Little Italy restaurants can hold their own.
The novelty factor at Tavoláta is high, beginning with super-spicy Calabrian spice roasted pistachios and ending with hazelnut chocolate topped with the bitterest grapefruit marmalade you'll ever have. Get it while you can, when I tried asking for the marmalade's source they told me it's only temporarily on the menu.
And of course, if the start and the end are so good, how could they falter on the middle course? Main entreé was a cheesy sumptuous semolina ravioli delight, the Gnocchi alla Romana.
It would be worth coming back to Seattle just to eat at Tavoláta again."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Kristen K.,"My best friend in Seattle recommended this restaurant as his favorite Italian spot in the city, so we decided to make a reservation when a group of us were in the city.
It was a rainy Sunday evening and the restaurant was not too full when we came in for our reservation.
We each order our own dishes and I got to try some of my friend's dishes as well. Everything was very well plated and delicious (al dente)!!
Food:
Pappardelle - My friend and I split the Pappardelle and the spaghetti. I like the pappardelle more because it was a meat sauce and I haven't had an anchovy sauce before on my pasta. Both pastas were perfectly al dente and a pretty sizeable portion.
Anchovy Spaghetti with side meatballs - Meatballs were delicious! The spaghetti was a bit more fishy than I expected, but I liked the pasta overall. It was just more overpowering than I thought.
My friends all seemed very happy with their pasta dishes (also the salumi board was excellent). We all pretty much cleaned up all of the food somehow. I think the bucatini might have been a clear winner of the pastas though.
Overall, really delicious Italian restaurant in Capitol Hill. Very nice space and excellent service. Definitely would recommend coming here to try some delicious pastas!"
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Kevin Z.,"Pretty run of the mill Italian fare. We had a large table come in for a birthday dinner. We ordered the rigatoni, papparadelle, tagliatelle, spaghetti and meatballs, hanger steak, and porchetta. The pastas were ultimately forgettable as the flavors and textures were decent but nothing special. Visually, the porchetta was stunning but came to our table very cold and had to be reheated. The dish ended up being disappointing because it was fairly one dimensional favor wise.
Overall, service was great but food left much to be desired."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Amy L.,"Went here after work with coworkers on a Thursday night, and was able to get reservations quickly.
The food was pretty fancy and delicious, but a little pricey. The servers/ staff were very nice and friendly.
I will definitely come for another try!"
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Sara C.,"Really great and authentic pasta without the wait! I can't say enough great things about this place. From service to food, every experience I've had has been wonderful. The restaurant is very accommodating of big groups, staff is knowledgeable and friendly, and careful with food allergies. The kitchen is on it! Food is fresh and delicious. Menu is fun and adventurous, and talk about that happy hour menu too.The atmosphere is trendy yet sophisticated.
Just go, you won't regret it, maybe make a reservation ahead of time. It's the little things, the attention to detail that add up into one great experience. I'm determined to try everything on their menu!"
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Cary H.,"Trendy Italian restaurant with friendly, accommodating staff and well-dressed diners. The happy hour crowd brightens the room and it quiets down after 7.
We ordered almost half the menu and ate family style. Ingredients were of high quality and very fresh. The preparation was disappointing. Some entrees were were bland, and others were over seasoned. The branzino was overcooked into a dry mess. Also pasta was inconsistent, varying from hard/al-dente to mushy soft. Only standout was the perfect lamb-mousse bruschetta.
Yelp pictures and trendy menu are deceiving. Happy hour prices for a quick bite/cocktail is probably fine. But for fine Italian dining, Tavolàta is just not there. I have high hopes they can work on consistent preparation as those guys in the kitchen seem like they are really trying."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Ellen C.,"This place is always consistent in terms of food and service. Came back during Seattle Restaurant Week ($35 for 3 courses). Got an appetizer (salumi board), an entree (opted for the confit chicken instead of pasta since I always get pasta here), and dessert (panna cotta). Loved every single thing as usual!
I was also introduced to the Zeppole (lemon donuts with powdered sugar that you dip into a chocolate sauce) which was AMAZING. GAH. Next time I head to Tavolata I'm definitely ordering that for dessert."
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Robyn C.,"You can't go wrong with their happy hour. I've had the spaghetti and chicken meatballs as well as the gnocchi.
Fresh pasta that's perfectly aldente with light and flavorful meatballs and a rich red sauce. The portion is pretty big too. I believe it was under $15.
The gnocchi is not you typical baby pillows. These are fluffy euro pillows tucked in a cute baby casserole dish- blanketed with sauce. The gooey cheese helps too!"
Tavolàta,https://www.yelp.com/biz/tavol%C3%A0ta-seattle-5?osq=Italian+Food,(206) 420-8355,Carmen V.,"Great to remember Italian sounding restaurants you marked in your mental 'to try' list from a previous visit to Seattle. In this case, remembering the Tavolata name saved my night, as my colleague and I were literally fighting and almost grabbing each other's hair to go and have dinner together somewhere were we both could enjoy. My colleaguefriend is Indian and somehow picky with her food intake.
Myself, I am in ketosis mode and with bad mood for cutting bread from my diet plus all that sugar...therefore irritable. Tavolata saved our night. My colleaguefriend enjoyed her pasta (al dente, not hard! ) and I definitively went fully keto, with that halibut in romesco sauce and shared an octopus carpaccio mega delicious with her. Also, had an non alcoholic cocktail that was so good you forgot it has no alcohol in it.
Great quality food and very nice atmosphere. Looks like mostly customers were pretty girls in pairs (well, not talking for ourselves in this case) and some matc.com kind of couples just on a first date. Packed but fast and friendly service."
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Jessica L.,"This is my favorite pasta place in Seattle! I heard so many great things about it for a few years but finally tried it this past March. The pasta is fresh and the sauces are delicious. Even though the wait was super long (about 90 min)on a Friday in August, it was honestly worth the wait.
One of my favorites was the spicy sauce pasta with octopus. The menu changes daily so make sure to check out their Instagram page before you head there."
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Phillip N.,"Unique pastas everyday, high quality ingredients, delicious food!
Il Corvo deserves the hype it gets. I recommend checking their Instagram before you go to see what their daily pstas are, but if you're too lazy, their bolognese is always a solid go-to pasta. The pasta has a very nice bite to them and the meat is very savory and packs a heavy punch.
The line gets long but doesn't stay stagnant."
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Dione L.,"If you are trying to find the best pasta in Seattle. Its going to be right here. The line and preparing to wait in a line isn't just the hype. The hype is seriously real. Please get the salad and focaccia if you're going to wait the whole time. I always get their bolognese because its just so good. I literally have dreams about the pasta and most importantly with sauce.
This place is truly unique because they post/ rotate their menu everyday and they only keep the bolognese. SOOOO GET THE BOLOGNESE.
Service is great and the resty is a VIBE."
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Jason L.,"I finally got around to dining here and I'm so glad I did! Since they're only open on the weekdays during lunch time, it makes dining here pretty inconvenient. Unless you work in the area or have the day off, coming out here might prove to be a little tough. If you do decide to come here, let me advise you to come at 10:30, 30 minutes before they open. You'd rather wait 30 minutes outside than possibly 1+ hours outside.
The menu rotates daily and they only have 3 pasta options. The day we went, they had pappardelle, orecchiette and torchiette. If you're unsure what type of pasta each one is, they have sample ones in front of the cash register so you can see. We decided to get one of each since it's such a pain to get out here. The portion sizes aren't too big since it's lunch time so I think two people can easily finish 3 orders. The pastas are delicious! They're all cooked perfectly al-dente and perfectly chewy. All three were amazing but I probably enjoyed the torchiette the best since it was the cheesiest of them all. Don't get me wrong though, they were all great!"
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Mia C.,"For the price, portion, and quality of the pasta, iL Corvo is solid. However, I would not wait in line for over an hour to come here vs others in the area like Pasta Castalinga or Due Cucina, where there is no line. The pesto pasta and signature parpardelle were both good, and I love the olive oil they use here. Their open hours are only suited for people who are able to come at 10:45am, and even then it would be a 45 min wait before being able to eat. Not convenient. Good pasta."
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Victoria C.,"I've been so excited to come to this place due to all the hype around it. I might have come on a slightly off day though.
We came the day after Christmas around 10:45 AM, 15 minutes before they open. And they aren't kidding when they say if you don't want to wait that long to come around 10:30 AM to get in line. The line was long. And it might have been because a lot of people were off the day after Christmas, so why not come to get some delicious pasta.
You order once you get to the front, and the cashier will tell you where to sit. Like everyone else says, they do have a good system. They bring out pasta to you pretty fast, you eat, bus your own tables, and just get moving. There always seemed to be an open seat right when you got to the register. My husband and I got all 3 of the pastas, an order of the housemade focaccia bread, the kale salad, the proscuitto, and one of the dulche de leche cookies. The bread was the best part of the meal, although I do wish it was a little warmer. But I understand that they're trying to get it out orders as fast as possible. The kale salad was fine, as we the proscuitto.
When the pasta finally came out, we weren't blown away. To us, the base of the pasta dishes kind of all tasted the same. I was hoping the bolognese would be a little more flavorful, but it was just okay. They do have take out boxes for you to grab on your own as well.
For the line and wait, I probably wouldn't come back here. We didn't find the wait worth it honestly. The parking around the area is pretty scarce as well. There are some lots where you pay $10 an hour. Otherwise street parking is going to take you a little while to find."
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Mandi W.,"I stupidly came here at lunchtime... Whyyyyyyyyyy?!?!?!
1 hr 9 minutes later, we're finally seated. That line is deceiving though. You have your outside line... But once you get to the front you realize there's an inside line lol. Whyyyyyy?!?!
Anyways, once you make it to the front of the inside line, you order, find your seat, and staff will bring your food out. Once finished, bus your own table and be on your way.
Their pasta menu changes daily except for the pappardelle. We got that and the campanelli. Both had great flavor, and noodles were fresh and cooked perfectly al dente.
They'll seat you at any open table so you'll most likely be joining another party. Obviously parties of two are easiest here and it seemed most common.
Tldr: good pasta, long lines, not sure if it's worth that wait. I'll try again at an off time. Stay tuned."
Il Corvo Pasta,https://www.yelp.com/biz/il-corvo-pasta-seattle?osq=Italian+Food,(206) 538-0999,Phil H.,"Absolutely loved the whole experience here.
We were in town for a few days to explore Seattle before our Alaskan cruise and wanted to hit up a spot for lunch where the locals eat. II Corvo was highly recommended.
As advertised, there is a wait and the line can be long. We got on it and patiently waited. Moved decently overall and we got in after a while.
You head up to the main counter and place your order. Staff is very friendly and will find you a spot to eat, even if there is a small wait until other diners finish up. It's not the biggest place and it was packed while we were there. Was told this is pretty much the norm. Even so, they found our group of five a table within minutes.
The delicious house made pasta arrives fairly quickly. You grab your own napkins, utensils, water, and clean up after yourself once you're done. Each day they feature different pastas. At only $10 a plate it's super affordable. We each ordered different pastas to taste and share. Loved it.
Oh snap that focaccia bread. It's pretty awesome. It's the crack of carbs. Dipping oil too. The kale salad blew my socks off. I hate kale, as do most of my group, but we fought over this bowl and devoured it.
One of the best lunch experiences we had while on vacation."
